"H_vulgarisAEP","Orthogroup","Ortholog","EnsemblID","EnsemblLongName","genBankAnnotation","PANTHER_ID","PANTHER_NAME","PFAM_ID","PFAM_NAME","UniprotHit"
"HVAEP1_T020119.1","OG0005664","MRPL2","ENSG00000112651","mitochondrial ribosomal protein L2",NA,"PTHR13691:SF5","39S RIBOSOMAL PROTEIN L2, MITOCHONDRIAL","PF00181; PF03947","Ribosomal Proteins L2, RNA binding domain; Ribosomal Proteins L2, C-terminal domain","RM02_BOVIN;39S_ribosomal_protein_L2,_mitochondrial"
"HVAEP1_T020120.1","OG0004271","NEMP2, NEMP1","ENSG00000189362, ENSG00000166881","nuclear envelope integral membrane protein 1, nuclear envelope integral membrane protein 2",NA,"PTHR13598","UNCHARACTERIZED","PF10225","NEMP family","NEMP1_XENTR;Nuclear_envelope_integral_membrane_protein_1"
"HVAEP1_T020121.1","OG0003141","TRNT1","ENSG00000072756","tRNA nucleotidyl transferase 1",NA,"PTHR46173","CCA TRNA NUCLEOTIDYLTRANSFERASE 1, MITOCHONDRIAL","PF12627; PF01743","Probable RNA and SrmB- binding site of polymerase A; Poly A polymerase head domain","TRNT1_HUMAN;CCA_tRNA_nucleotidyltransferase_1,_mitochondrial"
"HVAEP1_T020122.1",NA,NA,NA,NA,NA,NA,NA,"PF18738","DZIP3/ hRUL138-like HEPN","DZIP3_MOUSE;E3_ubiquitin-protein_ligase_DZIP3"
"HVAEP1_T020123.1","OG0000780","HELQ","ENSG00000163312","helicase, POLQ like",NA,NA,NA,"PF00271; PF04851","Helicase conserved C-terminal domain; Type III restriction enzyme, res subunit","HELQ_MOUSE;Helicase_POLQ-like"
"HVAEP1_T020125.1","OG0004025","MIOS","ENSG00000164654","meiosis regulator for oocyte development",NA,"PTHR16453:SF9","GATOR COMPLEX PROTEIN MIOS","PF17034","Zinc-ribbon like family","MIOB_XENLA;GATOR_complex_protein_MIOS-B"
"HVAEP1_T020126.1",NA,NA,NA,NA,NA,"PTHR22744:SF1","BTB (BROAD/COMPLEX/TRAMTRACK/BRIC A BRAC) DOMAIN PROTEIN","PF00651","BTB/POZ domain","BAT38_CAEEL;BTB_and_MATH_domain-containing_protein_38"
"HVAEP1_T020127.1","OG0000138","ARHGAP9, ARHGAP15, ARHGAP12, ARHGAP27, ARHGAP27, ARHGAP27","ENSG00000123329, ENSG00000075884, ENSG00000165322, ENSG00000276907, ENSG00000159314, ENSG00000276836","Rho GTPase activating protein 27, Rho GTPase activating protein 12, Rho GTPase activating protein 9, Rho GTPase activating protein 15",NA,"PTHR23176:SF103","RHO GTPASE-ACTIVATING PROTEIN 9","PF14604; PF00620; PF00397; PF00169","Variant SH3 domain; RhoGAP domain; WW domain; PH domain","RHG12_HUMAN;Rho_GTPase-activating_protein_12"
"HVAEP1_T020129.2","OG0005319","WDR75","ENSG00000115368","WD repeat domain 75",NA,"PTHR44215","WD REPEAT-CONTAINING PROTEIN 75","PF00400","WD domain, G-beta repeat","WDR75_DANRE;WD_repeat-containing_protein_75"
"HVAEP1_T020130.1",NA,NA,NA,NA,"MK648243.1; Myb (Myb)",NA,NA,"PF13837","Myb/SANT-like DNA-binding domain",NA
"HVAEP1_T020131.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FUT8_PONAB;Alpha-(1,6)-fucosyltransferase"
"HVAEP1_T020133.1",NA,NA,NA,NA,NA,NA,NA,"PF13384","Homeodomain-like domain",NA
"HVAEP1_T020145.1",NA,NA,NA,NA,NA,NA,NA,"PF00078","Reverse transcriptase (RNA-dependent DNA polymerase)",NA
"HVAEP1_T020148.1","OG0004425","PHYHD1","ENSG00000175287","phytanoyl-CoA dioxygenase domain containing 1",NA,"PTHR20883:SF15","PHYTANOYL-COA DIOXYGENASE DOMAIN-CONTAINING PROTEIN 1","PF05721","Phytanoyl-CoA dioxygenase (PhyH)","PHYD1_DANRE;Phytanoyl-CoA_dioxygenase_domain-containing_protein_1"
"HVAEP1_T020149.1","OG0005528","SDS, SDSL","ENSG00000135094, ENSG00000139410","serine dehydratase, serine dehydratase like",NA,"PTHR48078:SF16","SERINE DEHYDRATASE-LIKE","PF00291","Pyridoxal-phosphate dependent enzyme","SDSL_HUMAN;Serine_dehydratase-like"
"HVAEP1_T020150.1","OG0003908","DUS3L","ENSG00000141994","dihydrouridine synthase 3 like",NA,"PTHR45846:SF1","TRNA-DIHYDROURIDINE(47) SYNTHASE [NAD(P)(+)]-LIKE","PF01207; PF00642","Dihydrouridine synthase (Dus); Zinc finger C-x8-C-x5-C-x3-H type (and similar)","DUS3L_XENLA;tRNA-dihydrouridine(47)_synthase_[NAD(P)(+)]-like"
"HVAEP1_T020151.1","OG0007850","OXLD1","ENSG00000204237","oxidoreductase like domain containing 1",NA,"PTHR21193","OXIDOREDUCTASE-LIKE DOMAIN-CONTAINING PROTEIN 1","PF09791","Oxidoreductase-like protein, N-terminal","OXLD1_BOVIN;Oxidoreductase-like_domain-containing_protein_1"
"HVAEP1_T020152.1","OG0005047","SNF8","ENSG00000159210","SNF8 subunit of ESCRT-II",NA,"PTHR12806","EAP30 SUBUNIT OF ELL COMPLEX","PF04157","EAP30/Vps36 family","SNF8_MOUSE;Vacuolar-sorting_protein_SNF8"
"HVAEP1_T020153.1","OG0005398","ZNF830","ENSG00000198783","zinc finger protein 830",NA,"PTHR13278","UNCHARACTERIZED","PF12171","Zinc-finger double-stranded RNA-binding","ZN830_XENTR;Zinc_finger_protein_830"
"HVAEP1_T020154.2","OG0003880","HUS1, HUS1B","ENSG00000136273, ENSG00000188996","HUS1 checkpoint clamp component, HUS1 checkpoint clamp component B",NA,"PTHR12900:SF4","CHECKPOINT PROTEIN HUS1","PF04005","Hus1-like protein","HUS1_HUMAN;Checkpoint_protein_HUS1"
"HVAEP1_T020155.1",NA,NA,NA,NA,NA,NA,NA,"PF12832","MFS_1 like family","MFSD6_PIG;Major_facilitator_superfamily_domain-containing_protein_6"
"HVAEP1_T020158.1","OG0002705","RACGAP1","ENSG00000161800","Rac GTPase activating protein 1",NA,"PTHR46199","RAC GTPASE-ACTIVATING PROTEIN 1","PF00620","RhoGAP domain","RGAP1_HUMAN;Rac_GTPase-activating_protein_1"
"HVAEP1_T020159.1",NA,NA,NA,NA,NA,NA,NA,"PF12947; PF00002; PF07645; PF00431","EGF domain; 7 transmembrane receptor (Secretin family); Calcium-binding EGF domain; CUB domain","AGRL1_HUMAN;Adhesion_G_protein-coupled_receptor_L1"
"HVAEP1_T020160.1","OG0002132","PRKAG2, PRKAG3, PRKAG1","ENSG00000106617, ENSG00000115592, ENSG00000181929","protein kinase AMP-activated non-catalytic subunit gamma 1, protein kinase AMP-activated non-catalytic subunit gamma 2, protein kinase AMP-activated non-catalytic subunit gamma 3",NA,"PTHR13780:SF122","5'-AMP-ACTIVATED PROTEIN KINASE SUBUNIT GAMMA-2","PF00431; PF07645; PF00571; PF00002; PF12947","CUB domain; Calcium-binding EGF domain; CBS domain; 7 transmembrane receptor (Secretin family); EGF domain","AAKG2_HUMAN;5'-AMP-activated_protein_kinase_subunit_gamma-2"
"HVAEP1_T020162.1","OG0005765","ACP1","ENSG00000143727","acid phosphatase 1",NA,"PTHR11717","LOW MOLECULAR WEIGHT PROTEIN TYROSINE PHOSPHATASE","PF01451","Low molecular weight phosphotyrosine protein phosphatase","PPAC_MOUSE;Low_molecular_weight_phosphotyrosine_protein_phosphatase"
"HVAEP1_T020163.1","OG0001077","KAT2A, KAT2B","ENSG00000108773, ENSG00000114166","lysine acetyltransferase 2B, lysine acetyltransferase 2A",NA,"PTHR45750:SF2","HISTONE ACETYLTRANSFERASE KAT2B","PF00583; PF06466; PF00439","Acetyltransferase (GNAT) family; PCAF (P300/CBP-associated factor) N-terminal domain; Bromodomain","KAT2A_DANRE;Histone_acetyltransferase_KAT2A"
"HVAEP1_T020164.1","OG0005474","METTL4","ENSG00000101574","methyltransferase like 4",NA,"PTHR12829:SF4","METHYLTRANSFERASE-LIKE PROTEIN 4","PF05063","MT-A70","METL4_MOUSE;N(6)-adenine-specific_methyltransferase_METTL4"
"HVAEP1_T020166.1","OG0000475","SLC32A1","ENSG00000101438","solute carrier family 32 member 1",NA,"PTHR48017:SF48","VESICULAR GABA TRANSPORTER","PF01490","Transmembrane amino acid transporter protein","VIAAT_XENTR;Vesicular_inhibitory_amino_acid_transporter"
"HVAEP1_T020167.1","OG0005819","MTBP","ENSG00000172167","MDM2 binding protein",NA,"PTHR14382","MDM2-BINDING PROTEIN","PF14920","MDM2-binding","MTBP_XENLA;Mdm2-binding_protein"
"HVAEP1_T020169.1","OG0002443","API5","ENSG00000166181","apoptosis inhibitor 5",NA,"PTHR12758:SF19","APOPTOSIS INHIBITOR 5","PF05918","Apoptosis inhibitory protein 5 (API5)","API5_MOUSE;Apoptosis_inhibitor_5"
"HVAEP1_T020170.1","OG0006430","MED10","ENSG00000133398","mediator complex subunit 10",NA,"PTHR13345:SF2","MEDIATOR OF RNA POLYMERASE II TRANSCRIPTION SUBUNIT 10","PF09748","Transcription factor subunit Med10 of Mediator complex","MED10_DANRE;Mediator_of_RNA_polymerase_II_transcription_subunit_10"
"HVAEP1_T020171.1","OG0006698","TIMM29","ENSG00000142444","translocase of inner mitochondrial membrane 29",NA,"PTHR21435","UNCHARACTERIZED","PF10171","Translocase of the Inner Mitochondrial membrane 29","TIM29_HUMAN;Mitochondrial_import_inner_membrane_translocase_subunit_Tim29"
"HVAEP1_T020172.1","OG0008729","2700097O09Rik","ENSMUSG00000062198","RIKEN cDNA 2700097O09 gene",NA,"PTHR43675:SF1","RIKEN CDNA 2700097O09",NA,NA,NA
"HVAEP1_T020173.1","OG0003265","FBXL20, FBXL2","ENSG00000108306, ENSG00000153558","F-box and leucine rich repeat protein 2, F-box and leucine rich repeat protein 20",NA,"PTHR13318:SF44","F-BOX/LRR-REPEAT PROTEIN 2","PF12937; PF13516","F-box-like; Leucine Rich repeat","FXL20_RAT;F-box/LRR-repeat_protein_20"
"HVAEP1_T020174.3","OG0000049","ppk30","FBgn0039677","NA","AM393879.1; hynac1 pseudogene","PTHR11690:SF170","ACID-SENSING ION CHANNEL 1","PF00858","Amiloride-sensitive sodium channel","ASI1C_DANRE;Acid-sensing_ion_channel_1C"
"HVAEP1_T020175.1","OG0003595","ERCC3","ENSG00000163161","ERCC excision repair 3, TFIIH core complex helicase subunit","JN411718.2; strain Ind-Pune xeroderma pigmentosum group B","PTHR11274:SF0","GENERAL TRANSCRIPTION AND DNA REPAIR FACTOR IIH HELICASE SUBUNIT XPB","PF04851; PF13625; PF16203","Type III restriction enzyme, res subunit; Helicase conserved C-terminal domain; ERCC3/RAD25/XPB C-terminal helicase","ERCC3_RAT;General_transcription_and_DNA_repair_factor_IIH_helicase_subunit_XPB"
"HVAEP1_T020176.2","OG0000021","PTPRA, PTPRE","ENSG00000132670, ENSG00000132334","protein tyrosine phosphatase receptor type A, protein tyrosine phosphatase receptor type E",NA,"PTHR46957","CYTOKINE RECEPTOR","PF00041; PF00102","Fibronectin type III domain; Protein-tyrosine phosphatase","LAR_DROME;Tyrosine-protein_phosphatase_Lar"
"HVAEP1_T020178.1","OG0001101","B9D2","ENSG00000123810","B9 domain containing 2",NA,"PTHR12968:SF2","B9 DOMAIN-CONTAINING PROTEIN 2","PF07162","Ciliary basal body-associated, B9 protein","B9D2_XENLA;B9_domain-containing_protein_2"
"HVAEP1_T020182.1","OG0001127","UBXN4","ENSG00000144224","UBX domain protein 4",NA,"PTHR46424","UBX DOMAIN-CONTAINING PROTEIN 4","PF00789","UBX domain","UBXN4_RAT;UBX_domain-containing_protein_4"
"HVAEP1_T020183.1","OG0004891","ZSWIM8","ENSG00000214655","zinc finger SWIM-type containing 8",NA,"PTHR22619:SF1","ZINC FINGER SWIM DOMAIN-CONTAINING PROTEIN 8",NA,NA,"ZSWM8_BOVIN;Zinc_finger_SWIM_domain-containing_protein_8"
"HVAEP1_T020184.1","OG0000353","SMAD9, SMAD5, SMAD1","ENSG00000120693, ENSG00000113658, ENSG00000170365","SMAD family member 9, SMAD family member 5, SMAD family member 1","AF435864.1; Smad1","PTHR13703:SF36","MOTHERS AGAINST DECAPENTAPLEGIC HOMOLOG 5","PF03166; PF03165","MH2 domain; MH1 domain","SMAD5_HUMAN;Mothers_against_decapentaplegic_homolog_5"
"HVAEP1_T020185.1","OG0004760","NIFK","ENSG00000155438","nucleolar protein interacting with the FHA domain of MKI67",NA,"PTHR46754:SF1","MKI67 FHA DOMAIN-INTERACTING NUCLEOLAR PHOSPHOPROTEIN","PF00076","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","MK67I_XENTR;MKI67_FHA_domain-interacting_nucleolar_phosphoprotein-like"
"HVAEP1_T020187.1",NA,NA,NA,NA,NA,"PTHR23036:SF161","DOMELESS","PF00041","Fibronectin type III domain","PTPRQ_RAT;Phosphatidylinositol_phosphatase_PTPRQ"
"HVAEP1_T020188.1",NA,NA,NA,NA,NA,NA,NA,"PF03184","DDE superfamily endonuclease","CLZ9_COCLU;MFS-type_transporter_clz9"
"HVAEP1_T020189.1",NA,NA,NA,NA,NA,NA,NA,"PF00059","Lectin C-type domain","PGCA_MOUSE;Aggrecan_core_protein"
"HVAEP1_T020190.1",NA,NA,NA,NA,NA,"PTHR45784","C-TYPE LECTIN DOMAIN FAMILY 20 MEMBER A-RELATED","PF00059","Lectin C-type domain","COL12_BOVIN;Collectin-12"
"HVAEP1_T020191.1","OG0004199","T05H4.7, C08B6.4, R10D12.15, T26F2.1","WBGene00020270, WBGene00007425, WBGene00011196, WBGene00012057","hypothetical protein",NA,"PTHR47836","PROTEIN CBG09520-RELATED","PF00182","Chitinase class I","CHI1_TOBAC;Endochitinase_A"
"HVAEP1_T020192.1","OG0000237","C13C4.7","WBGene00007551","hypothetical protein",NA,NA,NA,"PF00305","Lipoxygenase","LOX5_RAT;Polyunsaturated_fatty_acid_5-lipoxygenase"
"HVAEP1_T020193.1","OG0000237","C13C4.7","WBGene00007551","hypothetical protein",NA,NA,NA,NA,NA,NA
"HVAEP1_T020194.1","OG0000237","C13C4.7","WBGene00007551","hypothetical protein",NA,NA,NA,NA,NA,NA
"HVAEP1_T020195.2",NA,NA,NA,NA,"AY458134.2; type II transmembrane C-type lectin",NA,NA,"PF00059","Lectin C-type domain","MRC2_HUMAN;C-type_mannose_receptor_2"
"HVAEP1_T020197.1","OG0004199","T05H4.7, C08B6.4, R10D12.15, T26F2.1","WBGene00020270, WBGene00007425, WBGene00011196, WBGene00012057","hypothetical protein",NA,"PTHR47836","PROTEIN CBG09520-RELATED","PF00182","Chitinase class I","CHIT_ACTCC;Endochitinase"
"HVAEP1_T020198.1","OG0004199","T05H4.7, C08B6.4, R10D12.15, T26F2.1","WBGene00020270, WBGene00007425, WBGene00011196, WBGene00012057","hypothetical protein",NA,"PTHR47836","PROTEIN CBG09520-RELATED",NA,NA,"CHI3_TOBAC;Endochitinase_3"
"HVAEP1_T020199.1","OG0000237","C13C4.7","WBGene00007551","hypothetical protein",NA,NA,NA,"PF00305","Lipoxygenase","LOX5_RAT;Polyunsaturated_fatty_acid_5-lipoxygenase"
"HVAEP1_T020200.1","OG0000237","C13C4.7","WBGene00007551","hypothetical protein",NA,NA,NA,NA,NA,NA
"HVAEP1_T020201.1","OG0000623","KCNQ5, KCNQ4, KCNQ2, KCNQ2, KCNQ3, KCNQ1, KCNQ1","ENSG00000185760, ENSG00000117013, ENSG00000075043, ENSG00000281151, ENSG00000184156, ENSG00000282076, ENSG00000053918","potassium voltage-gated channel subfamily Q member 2, potassium voltage-gated channel subfamily Q member 1, potassium voltage-gated channel subfamily Q member 3, potassium voltage-gated channel subfamily Q member 5, potassium voltage-gated channel subfamily Q member 4",NA,"PTHR11537:SF259","KCNQ POTASSIUM CHANNEL, ISOFORM F","PF07885","Ion channel","KCNQ4_HUMAN;Potassium_voltage-gated_channel_subfamily_KQT_member_4"
"HVAEP1_T020202.1","OG0005234","RETREG1, RETREG3, RETREG2","ENSG00000154153, ENSG00000141699, ENSG00000144567","reticulophagy regulator 1, reticulophagy regulator family member 2, reticulophagy regulator family member 3",NA,NA,NA,NA,NA,NA
"HVAEP1_T020203.1",NA,NA,NA,NA,NA,"PTHR47977:SF6","RAS-RELATED PROTEIN RABD2A-LIKE","PF00071","Ras family","RAD2C_ARATH;Ras-related_protein_RABD2c"
"HVAEP1_T020205.2","OG0001331","MFSD3","ENSG00000167700","major facilitator superfamily domain containing 3",NA,"PTHR12778:SF10","MAJOR FACILITATOR SUPERFAMILY DOMAIN-CONTAINING PROTEIN 3","PF07690","Major Facilitator Superfamily","MFSD3_HUMAN;Major_facilitator_superfamily_domain-containing_protein_3"
"HVAEP1_T020206.4",NA,NA,NA,NA,NA,"PTHR10555:SF170","FI18122P1","PF00787","PX domain","SNX7_MOUSE;Sorting_nexin-7"
"HVAEP1_T020207.1","OG0000096","ETV5, ETV1, ETV4","ENSG00000244405, ENSG00000006468, ENSG00000175832","ETS variant transcription factor 1, ETS variant transcription factor 4, ETS variant transcription factor 5",NA,"PTHR11849:SF160","ETS TRANSLOCATION VARIANT 5","PF00178; PF04621","Ets-domain; PEA3 subfamily ETS-domain transcription factor N terminal domain","ETV1_MOUSE;ETS_translocation_variant_1"
"HVAEP1_T020208.1","OG0005084","HSPE1","ENSG00000115541","heat shock protein family E (Hsp10) member 1",NA,"PTHR10772:SF0","10 KDA HEAT SHOCK PROTEIN, MITOCHONDRIAL","PF00166","Chaperonin 10 Kd subunit","CH10_MOUSE;10_kDa_heat_shock_protein,_mitochondrial"
"HVAEP1_T020209.1","OG0002846","HSPD1","ENSG00000144381","heat shock protein family D (Hsp60) member 1",NA,"PTHR45633:SF3","60 KDA HEAT SHOCK PROTEIN, MITOCHONDRIAL","PF00118","TCP-1/cpn60 chaperonin family","CH60_CHICK;60_kDa_heat_shock_protein,_mitochondrial"
"HVAEP1_T020210.2",NA,NA,NA,NA,NA,NA,NA,"PF05270","Alpha-L-arabinofuranosidase B (ABFB) domain",NA
"HVAEP1_T020212.1","OG0003507","SUOX","ENSG00000139531","sulfite oxidase",NA,"PTHR19372","SULFITE REDUCTASE","PF00174; PF00173; PF03404","Oxidoreductase molybdopterin binding domain; Cytochrome b5-like Heme/Steroid binding domain; Mo-co oxidoreductase dimerisation domain","SUOX_HUMAN;Sulfite_oxidase,_mitochondrial"
"HVAEP1_T020213.1","OG0001994","KIF5C, KIF5C, KIF5A, KIF5B","ENSG00000276734, ENSG00000168280, ENSG00000155980, ENSG00000170759","kinesin family member 5C, kinesin family member 5B, kinesin family member 5A",NA,"PTHR47968:SF31","KINESIN FAMILY MEMBER 5A","PF00225","Kinesin motor domain","KINH_STRPU;Kinesin_heavy_chain"
"HVAEP1_T020215.1",NA,NA,NA,NA,NA,"PTHR33053:SF18","AGAP000105-PA",NA,NA,NA
"HVAEP1_T020217.1","OG0000248","ITGAE, ITGAM, ITGAD, ITGAX, ITGAL, ITGA11, ITGA10, ITGA1, ITGA2, ITGA9, ITGA4","ENSG00000083457, ENSG00000169896, ENSG00000156886, ENSG00000140678, ENSG00000005844, ENSG00000137809, ENSG00000143127, ENSG00000213949, ENSG00000164171, ENSG00000144668, ENSG00000115232","integrin subunit alpha 11, integrin subunit alpha X, integrin subunit alpha L, integrin subunit alpha 1, integrin subunit alpha 2, integrin subunit alpha M, integrin subunit alpha D, integrin subunit alpha 9, integrin subunit alpha E, integrin subunit alpha 10, integrin subunit alpha 4",NA,"PTHR23220","INTEGRIN ALPHA","PF13517; PF08441","Repeat domain in Vibrio, Colwellia, Bradyrhizobium and Shewanella; Integrin alpha","ITA8_CHICK;Integrin_alpha-8"
"HVAEP1_T020218.1","OG0000937","MYPOP","ENSG00000176182","Myb related transcription factor, partner of profilin",NA,NA,NA,"PF13873","Myb/SANT-like DNA-binding domain",NA
"HVAEP1_T020219.1","OG0000937","MYPOP","ENSG00000176182","Myb related transcription factor, partner of profilin",NA,NA,NA,NA,NA,NA
"HVAEP1_T020220.1","OG0000248","ITGAE, ITGAM, ITGAD, ITGAX, ITGAL, ITGA11, ITGA10, ITGA1, ITGA2, ITGA9, ITGA4","ENSG00000083457, ENSG00000169896, ENSG00000156886, ENSG00000140678, ENSG00000005844, ENSG00000137809, ENSG00000143127, ENSG00000213949, ENSG00000164171, ENSG00000144668, ENSG00000115232","integrin subunit alpha 11, integrin subunit alpha X, integrin subunit alpha L, integrin subunit alpha 1, integrin subunit alpha 2, integrin subunit alpha M, integrin subunit alpha D, integrin subunit alpha 9, integrin subunit alpha E, integrin subunit alpha 10, integrin subunit alpha 4",NA,"PTHR23220","INTEGRIN ALPHA","PF08441; PF01839","Integrin alpha; FG-GAP repeat","ITA8_CHICK;Integrin_alpha-8"
"HVAEP1_T020221.1","OG0000248","ITGAE, ITGAM, ITGAD, ITGAX, ITGAL, ITGA11, ITGA10, ITGA1, ITGA2, ITGA9, ITGA4","ENSG00000083457, ENSG00000169896, ENSG00000156886, ENSG00000140678, ENSG00000005844, ENSG00000137809, ENSG00000143127, ENSG00000213949, ENSG00000164171, ENSG00000144668, ENSG00000115232","integrin subunit alpha 11, integrin subunit alpha X, integrin subunit alpha L, integrin subunit alpha 1, integrin subunit alpha 2, integrin subunit alpha M, integrin subunit alpha D, integrin subunit alpha 9, integrin subunit alpha E, integrin subunit alpha 10, integrin subunit alpha 4",NA,"PTHR23220","INTEGRIN ALPHA","PF01839; PF08441","FG-GAP repeat; Integrin alpha","ITA8_CHICK;Integrin_alpha-8"
"HVAEP1_T020222.1","OG0006143","TAF1B","ENSG00000115750","TATA-box binding protein associated factor, RNA polymerase I subunit B",NA,"PTHR31576","TATA BOX-BINDING PROTEIN-ASSOCIATED FACTOR RNA POLYMERASE I SUBUNIT B","PF11781","Zinc-finger of RNA-polymerase I-specific TFIIB, Rrn7","TAF1B_HUMAN;TATA_box-binding_protein-associated_factor_RNA_polymerase_I_subunit_B"
"HVAEP1_T020223.1","OG0001629","LCMT2","ENSG00000168806","leucine carboxyl methyltransferase 2",NA,"PTHR46529","TRNA WYBUTOSINE-SYNTHESIZING PROTEIN 4","PF13418; PF04072","Galactose oxidase, central domain; Leucine carboxyl methyltransferase","TYW4_HUMAN;tRNA_wybutosine-synthesizing_protein_4"
"HVAEP1_T020224.1","OG0001259","TTLL4","ENSG00000135912","tubulin tyrosine ligase like 4",NA,"PTHR12241:SF145","TUBULIN POLYGLUTAMYLASE TTLL4","PF03133","Tubulin-tyrosine ligase family","TTLL4_HUMAN;Tubulin_polyglutamylase_TTLL4"
"HVAEP1_T020228.1",NA,NA,NA,NA,NA,"PTHR18945:SF853","GAMMA-AMINOBUTYRIC ACID RECEPTOR SUBUNIT BETA-LIKE","PF02931; PF02932","Neurotransmitter-gated ion-channel ligand binding domain; Neurotransmitter-gated ion-channel transmembrane region","GBRB2_BOVIN;Gamma-aminobutyric_acid_receptor_subunit_beta-2_(Fragment)"
"HVAEP1_T020232.1","OG0000008","LPA, PLG, HGF, MST1","ENSG00000198670, ENSG00000122194, ENSG00000019991, ENSG00000173531","hepatocyte growth factor, plasminogen, lipoprotein(a), macrophage stimulating 1",NA,"PTHR24251:SF16","OVOCHYMASE-2","PF00089; PF00431","Trypsin; CUB domain","TLL2_XENLA;Tolloid-like_protein_2"
"HVAEP1_T020233.1","OG0006839","SDHAF3","ENSG00000196636","succinate dehydrogenase complex assembly factor 3",NA,"PTHR13137","DC11  ACN9 HOMOLOG","PF13233","Complex1_LYR-like","SDHF3_NEMVE;Succinate_dehydrogenase_assembly_factor_3,_mitochondrial"
"HVAEP1_T020234.1","OG0005482","NOLC1","ENSG00000166197","nucleolar and coiled-body phosphoprotein 1",NA,"PTHR23216:SF1","NUCLEOLAR AND COILED-BODY PHOSPHOPROTEIN 1","PF05022","SRP40, C-terminal domain","NOLC1_HUMAN;Nucleolar_and_coiled-body_phosphoprotein_1"
"HVAEP1_T020235.1","OG0000039","DCLK3","ENSG00000163673","doublecortin like kinase 3",NA,"PTHR24347:SF376","SERINE/THREONINE-PROTEIN KINASE DCLK2","PF03607; PF00069","Doublecortin; Protein kinase domain","DCLK1_HUMAN;Serine/threonine-protein_kinase_DCLK1"
"HVAEP1_T020237.2","OG0001246","CG31224","FBgn0051224","NA",NA,"PTHR24393:SF87","FI17950P1","PF13894; PF12874; PF00096","C2H2-type zinc finger; Zinc-finger of C2H2 type; Zinc finger, C2H2 type",NA
"HVAEP1_T020238.1",NA,NA,NA,NA,NA,NA,NA,"PF00001","7 transmembrane receptor (rhodopsin family)","GPR83_CANLF;Probable_G-protein_coupled_receptor_83"
"HVAEP1_T020239.1","OG0001549","EEF1AKMT4","ENSG00000284753","EEF1A lysine methyltransferase 4",NA,"PTHR12176:SF16","EEF1A LYSINE METHYLTRANSFERASE 4","PF13847","Methyltransferase domain","EFMT4_HUMAN;EEF1A_lysine_methyltransferase_4"
"HVAEP1_T020240.1","OG0001108","JMJD5","FBgn0035166","NA",NA,"PTHR12461:SF49","JMJC DOMAIN-CONTAINING PROTEIN 5","PF13621","Cupin-like domain","KDM8_XENTR;Lysine-specific_demethylase_8"
"HVAEP1_T020246.1","OG0002980","SMARCC1, SMARCC2","ENSG00000173473, ENSG00000139613","SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 2, SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1",NA,"PTHR12802:SF105","SWI/SNF COMPLEX SUBUNIT SMARCC2","PF16495","SWIRM-associated region 1",NA
"HVAEP1_T020247.1","OG0002980","SMARCC1, SMARCC2","ENSG00000173473, ENSG00000139613","SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 2, SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1",NA,"PTHR12802:SF9","SWI/SNF COMPLEX SUBUNIT SMARCC1","PF16496; PF16498; PF04433; PF00249","SWIRM-associated domain at the N-terminal; SWIRM-associated domain at the C-terminal; SWIRM domain; Myb-like DNA-binding domain","SMRC2_HUMAN;SWI/SNF_complex_subunit_SMARCC2"
"HVAEP1_T020248.1",NA,NA,NA,NA,NA,"PTHR10131:SF96","TNF RECEPTOR-ASSOCIATED FACTOR 1",NA,NA,"TRAF3_MOUSE;TNF_receptor-associated_factor_3"
